Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04011151086411479,0.04476719586850875,0.03557501568566974,0.037604887038469315,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.040589173373761986,0.04202126800989634,0.03760487895410416,0.04154451563954353,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04202128713505103,0.042857439981065684,0.037724082508322605,0.03832094371318817,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.03844009935042556,0.03939544128550167,0.036291042793087216,0.038201723247766495,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03820175115914171,0.038440127435965823,0.03784326968875206,0.03808164596557617,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.038081635260351694,0.03820174042015417,0.036291059106588364,0.036291059106588364,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03629105830348371,0.03724639723138816,0.03629105830348371,0.03700802102684975,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03629105293528607,0.037246391721876146,0.03306837912991744,0.034142907708883286,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.0336652598988513,0.03533664694251591,0.03342596482582031,0.03485897555947304,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.03533662535263197,0.03772406204615708,0.03485895426143539,0.03676872327923775,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03736558970830484,0.03820174230135636,0.0364111660594181,0.037843260914087296,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.03808163783039401,0.03820174299830211,0.036530353128910065,0.036530353128910065,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03724639169002368,0.037484771274571366,0.03461966343330634,0.035097334533929825,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03509733973483648,0.036052678662176665,0.03414291273915956,0.03473977372050285,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.034858948073685246,0.039156149606750255,0.034858948073685246,0.03772405534982681,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.03820173370610247,0.04011149933686367,0.03820173370610247,0.03987312316894531,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.04058916811557341,0.042260557482899336,0.03605267108460575,0.04011149704456329,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.03915617034426006,0.03963384160364571,0.03724640406949875,0.037962451577186584,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.039156160208951636,0.03963383134469532,0.037484774030594595,0.03855930268764496,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.03820173370610247,0.04058917043517183,0.03772406260779431,0.03987312316894531,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.04058916811557341,0.04106683918658352,0.03796243660622726,0.04011149704456329,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.04106684727380585,0.04285742336315774,0.03867941021102042,0.04202127084136009,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.04822915247911859,0.0501398334869239,0.044289516016949505,0.04536404460668564,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.04727472944244128,0.04870682752884921,0.04321498751096256,0.043931953608989716,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.04440963003743099,0.04584172487875812,0.041544521592107114,0.0419020876288414,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.04297661133965297,0.043931953629086,0.040111503233914596,0.042141374200582504,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04202126568716162,0.042260560621648915,0.041066842236674006,0.041782889515161514,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.04202126785642403,0.04202126785642403,0.03867940746346986,0.03891778364777565,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.04082756525577172,0.041066860295487034,0.037724079842602294,0.03808164596557617,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.038440115635336315,0.040349881552328805,0.038440115635336315,0.04023069515824318,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.039156160392332995,0.04202126845766992,0.0384401130666357,0.04082754999399185,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04070836418190717,0.04273823514857507,0.04070836418190717,0.042141374200582504,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.04273823977882422,0.04273823977882422,0.040827554992955095,0.04142441600561142,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.0407083802909974,0.04142442791014565,0.039633847773075104,0.039633847773075104,54288000,0.0,0.0
